,A0,A1,A2,A3,x,y,z,label
38,3089.253731343284,2913.358208955224,4598.283582089553,4317.910447761194,250,150,88,1
39,3392.769230769231,3217.846153846154,4230.358974358975,3910.102564102564,250,200,88,1
40,3720.0,3565.614035087719,3851.140350877193,3521.315789473684,250,250,88,1
41,4107.124183006536,3962.614379084967,3542.352941176471,3164.901960784314,250,300,88,1
42,4541.022727272727,4381.704545454545,3253.75,2849.090909090909,250,350,88,1
43,4947.889447236181,4800.050251256282,3056.984924623116,2617.939698492462,250,400,88,1
44,5369.057971014493,5231.594202898551,2898.913043478261,2478.985507246377,250,450,88,1
45,5640.909090909091,4960.779220779221,3351.363636363636,1958.116883116883,300,450,88,1
46,5278.058823529412,4508.058823529412,3499.823529411765,2154.0,300,400,88,1
47,4863.895348837209,4085.988372093023,3656.395348837209,2428.313953488372,300,350,88,1
48,4484.913294797688,3616.011560693642,3883.757225433526,2792.312138728324,300,300,88,1
49,4159.242424242424,3265.050505050505,4143.636363636364,3164.444444444444,300,250,88,1
50,3823.333333333333,2902.439024390244,4487.886178861789,3679.837398373984,300,200,88,1
51,3541.171171171171,2627.207207207207,4804.864864864865,4111.351351351352,300,150,88,1
52,3304.384615384615,2363.461538461539,5273.076923076923,4457.538461538462,300,100,88,1
53,3170.308641975309,2242.283950617284,5746.975308641975,5019.506172839506,300,50,88,1
54,3653.464052287582,1766.601307189542,6027.450980392156,4789.019607843137,350,50,88,1
55,3749.640287769784,1978.057553956834,5592.805755395683,4315.971223021583,350,100,88,1
56,3933.16129032258,2261.741935483871,5203.16129032258,3848.516129032258,350,150,88,1
57,4156.845238095239,2630.119047619048,4877.321428571428,3407.142857142857,350,200,88,1
58,4446.484375,3053.90625,4543.203125,2918.515625,350,250,88,1
59,4765.606060606061,3485.378787878788,4283.787878787879,2463.484848484848,350,300,88,1
60,5145.0,3915.774647887324,3772.605633802817,2276.760563380282,350,350,88,1
61,5569.23076923077,4351.615384615385,3583.461538461539,2003.0,350,400,88,1
62,5936.187050359712,4808.561151079137,3533.669064748201,1838.776978417266,350,450,88,1
63,6273.614457831325,4682.710843373494,4022.409638554217,1370.903614457831,400,450,88,1
64,5862.702702702702,4129.391891891892,4166.959459459459,1686.824324324324,400,400,88,1
65,5522.732558139535,3714.360465116279,4345.872093023256,2007.267441860465,400,350,88,1
66,5256.090909090909,3216.636363636364,4526.090909090909,2436.636363636364,400,300,88,1
67,4961.677419354839,2795.41935483871,4723.032258064516,2907.548387096774,400,250,88,1
68,4645.380710659899,2368.730964467005,5018.781725888325,3480.913705583756,400,200,88,1
69,4470.0,1980.650406504065,5305.609756097561,3902.357723577236,400,150,88,1
70,4303.19018404908,1633.61963190184,5708.588957055214,4373.680981595092,400,100,88,1
71,4142.153846153846,1349.153846153846,6053.461538461538,4884.153846153846,400,50,88,1
72,4660.787878787879,1060.242424242424,6387.878787878788,4782.181818181818,450,50,88,1
73,4736.926605504587,1338.119266055046,6033.440366972477,4258.807339449541,450,100,88,1
74,4894.462809917355,1783.223140495868,5709.504132231405,3809.090909090909,450,150,88,1
75,5081.237113402062,2218.350515463917,5423.40206185567,3297.938144329897,450,200,88,1
76,5354.318181818182,2664.090909090909,5183.787878787879,2746.742424242424,450,250,88,1
77,5609.674796747968,3208.455284552846,4907.235772357723,2227.560975609756,450,300,88,1
78,5912.631578947368,3683.508771929824,4738.157894736843,1751.929824561404,450,350,88,1
79,6268.294573643411,4123.798449612403,4622.713178294573,1303.720930232558,450,400,88,1
80,6685.5,4631.083333333333,4576.0,898.9166666666666,450,450,88,1
81,817.3202614379085,4784.117647058823,4388.039215686274,6450.980392156863,50,50,130,1
82,1220.753768844221,4899.497487437186,3973.56783919598,6063.91959798995,50,100,130,1
83,1483.842105263158,5002.315789473684,3421.842105263158,5878.473684210527,50,150,130,1
84,2661.542056074766,4986.869158878505,2924.345794392523,5622.990654205608,50,200,130,1
85,2495.897435897436,5178.888888888889,2594.358974358974,5325.641025641025,50,250,130,1
86,3066.313559322034,5599.025423728814,1966.440677966102,5115.847457627118,50,300,130,1
87,3651.330049261084,5979.704433497537,1406.502463054187,4659.605911330049,50,350,130,1
88,4293.913043478261,6110.760869565217,992.6086956521739,4777.010869565217,50,400,130,1
89,4553.940677966101,6464.152542372882,822.1610169491526,4634.618644067797,50,450,130,1
90,4601.69014084507,6304.049295774648,1016.443661971831,4115.352112676056,100,450,130,1
91,4064.827586206897,5937.413793103448,1263.908045977011,4375.459770114942,100,400,130,1
92,3854.831081081081,5344.054054054054,1671.317567567567,4410.540540540541,100,350,130,1
93,3125.30701754386,5145.789473684211,2145.438596491228,4542.5,100,300,130,1
94,2928.212560386473,4897.487922705314,2581.787439613527,4711.014492753623,100,250,130,1
95,2298.52,4530.96,3071.72,5292.72,100,200,130,1
96,1696.5,4561.863636363636,3602.272727272727,5563.090909090909,100,150,130,1
97,1260.032362459547,4365.533980582524,4062.038834951456,5718.252427184466,100,100,130,1
98,1158.921933085502,4091.561338289963,4522.081784386617,6265.873605947955,100,50,130,1
99,1512.072072072072,3651.981981981982,4827.702702702702,5702.567567567567,150,50,130,1
100,1932.105263157895,3713.245614035088,4235.701754385965,5309.69298245614,150,100,130,1
101,2037.347826086957,3917.0,3746.304347826087,5223.04347826087,150,150,130,1
102,2596.697247706422,4047.981651376147,3293.807339449541,4725.137614678899,150,200,130,1
103,2920.343642611684,4299.690721649485,3028.694158075602,4455.395189003437,150,250,130,1
104,3746.43137254902,4605.490196078431,2430.078431372549,4057.450980392157,150,300,130,1
105,3779.305019305019,5045.598455598456,2210.3861003861,3668.571428571428,150,350,130,1
106,4253.173913043478,5337.782608695652,1869.869565217391,3795.086956521739,150,400,130,1
107,4741.342592592592,5904.12037037037,1563.333333333333,3568.148148148148,150,450,130,1
108,4898.110599078341,5579.447004608295,2029.677419354839,3087.004608294931,200,450,130,1
109,4445.854922279793,5192.642487046632,2209.79274611399,3276.062176165803,200,400,130,1
110,3982.5,4807.19696969697,2514.469696969697,3459.962121212121,200,350,130,1
111,3622.053571428572,4451.383928571428,2808.482142857143,3731.830357142857,200,300,130,1
112,3247.544378698225,3972.07100591716,3188.550295857988,3852.869822485207,200,250,130,1
113,2836.627906976744,3569.147286821706,3579.341085271318,4363.372093023256,200,200,130,1
114,2442.982456140351,3433.771929824562,4182.163742690059,4556.812865497076,200,150,130,1
115,2402.140468227425,3138.695652173913,4464.983277591973,5196.454849498327,200,100,130,1
116,1969.612403100775,3129.302325581396,4966.899224806201,5711.046511627907,200,50,130,1
117,2671.575757575758,2626.30303030303,5202.484848484848,5122.424242424242,250,50,130,1
118,2595.213675213675,2896.324786324786,4679.188034188034,4956.538461538462,250,100,130,1
119,2991.858974358974,2849.807692307692,4289.74358974359,4578.461538461538,250,150,130,1
120,3439.837398373984,3122.357723577236,4224.918699186992,3828.008130081301,250,200,130,1
121,3674.611398963731,3570.518134715026,3522.124352331606,3390.725388601036,250,250,130,1
122,3863.772727272727,4020.636363636364,3171.5,3342.954545454545,250,300,130,1
123,4230.458333333333,4234.625,3185.791666666667,3015.041666666667,250,350,130,1
124,4908.894736842105,4659.578947368421,2693.578947368421,2817.21052631579,250,400,130,1
125,5139.444444444444,5351.166666666667,2808.444444444444,2447.333333333333,250,450,130,1
126,5342.606382978724,5106.382978723404,3279.148936170213,1897.393617021277,300,450,130,1
127,4961.209302325581,4524.697674418605,3164.883720930232,2243.906976744186,300,400,130,1
128,4564.04958677686,3986.98347107438,3475.413223140496,2480.123966942149,300,350,130,1
129,4281.098039215686,3547.647058823529,3769.764705882353,2706.509803921569,300,300,130,1
130,3814.528301886793,3394.528301886793,4132.688679245283,3104.292452830189,300,250,130,1
131,3546.538461538461,2839.102564102564,4218.589743589743,3632.948717948718,300,200,130,1
132,3312.545454545455,2428.227272727273,5024.227272727273,4202.136363636364,300,150,130,1
133,3197.038626609442,2150.343347639485,5361.330472103004,4392.06008583691,300,100,130,1
134,3108.071065989848,2164.314720812183,5433.553299492386,4826.852791878173,300,50,130,1
135,3476.737288135593,1706.440677966102,5783.601694915254,4937.669491525424,350,50,130,1
136,3584.21052631579,1737.315789473684,5504.105263157895,4630.421052631579,350,100,130,1
137,3850.676691729323,2067.894736842105,4940.075187969925,4023.609022556391,350,150,130,1
138,3968.214285714286,2619.540816326531,4791.938775510204,3274.234693877551,350,200,130,1
139,4243.716475095785,3073.946360153257,4281.226053639847,3028.16091954023,350,250,130,1
140,4546.0,3282.904761904762,4174.952380952381,2594.333333333333,350,300,130,1
141,5214.846153846154,3720.192307692308,4144.076923076923,1982.576923076923,350,350,130,1
142,5285.4,4441.95,3633.85,1885.55,350,400,130,1
143,5629.523809523809,4670.039682539683,3619.920634920635,1572.97619047619,350,450,130,1
144,5943.140096618357,4793.574879227053,4273.381642512078,1016.570048309179,400,450,130,1
145,5563.821989528796,4302.408376963351,4345.44502617801,1320.157068062827,400,400,130,1
146,5309.735682819383,3579.559471365639,4424.757709251101,1721.629955947137,400,350,130,1
147,4855.427135678392,3220.954773869347,4563.718592964824,2178.743718592965,400,300,130,1
148,4686.401273885351,2586.019108280255,4689.681528662421,3138.057324840765,400,250,130,1
149,4332.694300518135,2413.989637305699,5216.269430051813,3186.062176165803,400,200,130,1
150,4119.748953974896,1871.380753138075,5294.602510460251,3857.489539748954,400,150,130,1
151,4014.157303370786,1561.179775280899,5702.977528089888,4386.853932584269,400,100,130,1
152,3888.818181818182,1332.090909090909,6214.318181818182,4590.045454545455,400,50,130,1
153,4595.015873015873,732.063492063492,6393.047619047619,4682.507936507936,450,50,130,1
154,4493.52422907489,1330.660792951542,5986.696035242291,4152.511013215859,450,100,130,1
155,4638.932584269663,1831.629213483146,5936.067415730337,3471.179775280899,450,150,130,1
156,5116.920152091255,2627.528517110266,5346.425855513308,2953.460076045627,450,200,130,1
157,5223.083003952569,2584.268774703557,5939.9604743083,2414.189723320158,450,250,130,1
158,5334.761904761905,3195.198412698413,4841.626984126984,2032.18253968254,450,300,130,1
159,5635.551470588235,3585.992647058823,4992.389705882353,1506.764705882353,450,350,130,1
160,6294.513274336283,4236.681415929203,4549.026548672567,905.70796460177,450,400,130,1
161,6526.666666666667,4563.523809523809,4766.904761904761,571.7142857142857,450,450,130,1
162,725.6928838951311,4520.63670411985,4833.932584269663,6388.501872659176,50,50,170,1
163,1043.894736842105,4797.631578947368,4251.210526315789,6037.894736842105,50,100,170,1
164,1449.92337164751,4910.88122605364,3534.061302681992,6041.072796934866,50,150,170,1
165,2057.114427860697,5025.422885572139,3003.283582089552,5421.393034825871,50,200,170,1
166,2435.615763546798,5320.689655172414,2763.054187192118,5122.709359605911,50,250,170,1
167,2978.558558558559,5613.783783783784,1948.558558558559,5176.531531531532,50,300,170,1
168,3590.883534136546,5882.248995983936,1443.212851405623,4740.281124497992,50,350,170,1
169,3926.018099547511,6152.89592760181,967.9185520361991,4833.212669683258,50,400,170,1
170,4417.874396135266,6326.183574879227,765.9420289855072,4692.367149758454,50,450,170,1
171,4538.882978723404,6246.382978723404,1277.446808510638,3998.13829787234,100,450,170,1
172,4096.835443037975,5761.856540084388,1593.713080168776,4084.303797468354,100,400,170,1
173,3715.570776255708,5263.744292237443,1703.287671232877,4531.552511415525,100,350,170,1
174,3404.307116104869,4935.318352059925,2388.913857677903,4433.520599250936,100,300,170,1
175,2605.178571428572,4636.116071428572,2881.696428571428,4924.955357142857,100,250,170,1
176,2130.585585585586,4684.54954954955,3097.657657657658,5108.063063063063,100,200,170,1
177,1848.8995215311,4376.124401913876,3596.459330143541,5319.56937799043,100,150,170,1
178,1492.395437262358,4092.243346007604,4164.828897338403,5848.250950570342,100,100,170,1
179,1071.338289962825,4089.516728624536,4804.200743494423,6006.617100371747,100,50,170,1
180,1648.875,3708.583333333333,4761.25,5722.375,150,50,170,1
181,1733.8,3707.45,4188.5,5496.5,150,100,170,1
182,2061.061224489796,3793.510204081633,3929.102040816327,5129.632653061224,150,150,170,1
183,2673.596837944664,4046.126482213439,3578.774703557312,4699.209486166008,150,200,170,1
184,2894.708520179372,4579.372197309417,3089.686098654709,4293.04932735426,150,250,170,1
185,3481.344086021506,4645.268817204301,2367.956989247312,4219.193548387097,150,300,170,1
186,3814.126213592233,5196.116504854369,1994.854368932039,4029.854368932039,150,350,170,1
187,4278.810810810811,5368.216216216216,1895.243243243243,3892.378378378378,150,400,170,1
188,4721.152263374485,6097.942386831276,1444.362139917695,3735.267489711934,150,450,170,1
189,5156.208333333333,5757.625,1939.208333333333,3044.375,200,450,170,1
190,4452.731958762886,5227.268041237114,2355.103092783505,3190.927835051546,200,400,170,1
191,3945.911330049261,4716.256157635468,2553.20197044335,3365.418719211822,200,350,170,1
192,3891.957446808511,4378.936170212766,2770.936170212766,3609.574468085106,200,300,170,1
193,3066.634615384615,4133.23717948718,3146.698717948718,4088.910256410256,200,250,170,1
194,2749.479166666667,3799.21875,3812.708333333333,4253.385416666667,200,200,170,1
195,2695.151515151515,3302.979797979798,4213.989898989899,4600.80808080808,200,150,170,1
196,2165.572139303483,3261.641791044776,4698.109452736318,5037.611940298508,200,100,170,1
197,2029.567307692308,3264.423076923077,4954.375,5632.788461538462,200,50,170,1
198,2552.804878048781,2751.219512195122,5432.682926829269,5111.463414634146,250,50,170,1
199,2646.206896551724,2655.249042145594,5127.624521072797,4861.494252873563,250,100,170,1
200,2878.990825688074,2959.036697247706,4245.045871559633,4558.256880733945,250,150,170,1
201,3158.531073446328,3381.073446327684,4119.54802259887,3858.813559322034,250,200,170,1
202,3628.47619047619,3435.142857142857,3506.666666666667,3627.238095238095,250,250,170,1
203,3954.6875,3941.302083333333,3386.09375,3094.114583333333,250,300,170,1
204,4479.677419354839,4517.327188940092,2844.79262672811,2867.649769585254,250,350,170,1
205,4730.803858520901,4879.228295819936,2608.038585209003,2883.729903536977,250,400,170,1
206,5206.346153846154,5404.679487179487,2738.01282051282,2511.538461538461,250,450,170,1
207,5492.021857923497,5255.464480874317,3204.808743169399,2006.775956284153,300,450,170,1
208,5048.660714285715,4722.901785714285,3264.6875,2174.285714285714,300,400,170,1
209,4841.762295081967,3975.94262295082,3325.819672131147,2680.327868852459,300,350,170,1
210,4432.991071428572,3562.991071428572,3691.5625,2723.482142857143,300,300,170,1
211,3871.851851851852,3174.861111111111,4004.907407407407,3287.268518518519,300,250,170,1
212,3581.507936507936,3158.888888888889,4136.86507936508,3742.97619047619,300,200,170,1
213,3715.731707317073,2657.642276422764,4596.30081300813,4072.845528455285,300,150,170,1
214,3063.0,2402.086956521739,5248.347826086957,4493.130434782609,300,100,170,1
215,3216.425120772947,2071.690821256039,5414.589371980676,5056.763285024154,300,50,170,1
216,3560.681818181818,1702.386363636364,5952.045454545455,4703.238636363636,350,50,170,1
217,3690.478723404255,2007.553191489362,5224.148936170212,4458.670212765957,350,100,170,1
218,3852.489795918367,2313.877551020408,4858.448979591837,3990.448979591837,350,150,170,1
219,4310.178571428572,2846.651785714286,4514.464285714285,3302.8125,350,200,170,1
220,4363.802816901409,3288.68544600939,4432.910798122066,2851.549295774648,350,250,170,1
221,4953.45744680851,3333.989361702128,3897.074468085106,2657.127659574468,350,300,170,1
222,5167.692307692308,4034.820512820513,3750.307692307692,2054.461538461539,350,350,170,1
223,5416.696832579186,4550.452488687783,3519.909502262443,2095.972850678733,350,400,170,1
224,5825.409836065573,5032.622950819672,3428.415300546448,1756.72131147541,350,450,170,1
225,6131.102040816327,4796.244897959184,4002.040816326531,1322.408163265306,400,450,170,1
226,5760.137614678899,4201.192660550459,4231.582568807339,1351.628440366972,400,400,170,1
227,5715.17094017094,3577.136752136752,4214.102564102564,1943.547008547009,400,350,170,1
228,5060.229357798165,3337.247706422018,4402.568807339449,2462.064220183486,400,300,170,1
229,4762.536231884058,2599.963768115942,4777.68115942029,2831.811594202899,400,250,170,1
230,4525.66037735849,2325.61320754717,4931.981132075472,3299.716981132075,400,200,170,1
231,4489.031007751938,2027.209302325581,5289.263565891473,3709.961240310077,400,150,170,1
232,4165.582524271845,1568.349514563107,5763.106796116504,4107.233009708738,400,100,170,1
233,4073.647058823529,1269.64705882353,6043.941176470588,4892.0,400,50,170,1
234,4616.064814814815,827.3611111111111,6607.12962962963,4560.138888888889,450,50,170,1
235,4641.875,1244.0625,6258.828125,4061.875,450,100,170,1
236,4823.930348258707,1429.751243781094,5835.820895522388,3701.094527363184,450,150,170,1
237,5301.764705882353,1870.0,5601.443850267379,3065.187165775401,450,200,170,1
238,5260.443349753695,2657.733990147783,5380.64039408867,2517.142857142857,450,250,170,1
239,5850.899653979239,2948.615916955017,4915.432525951557,2265.432525951557,450,300,170,1
240,6025.251396648045,3487.653631284916,4900.111731843575,1492.960893854749,450,350,170,1
241,6192.474747474747,4255.20202020202,4817.121212121212,1004.292929292929,450,400,170,1
242,6546.121495327103,4638.738317757009,4462.803738317757,869.2523364485982,450,450,170,1
243,1065.529411764706,4794.549019607844,4521.137254901961,6464.470588235294,50,50,200,1
244,1221.782945736434,4838.604651162791,4211.434108527132,6109.186046511628,50,100,200,1
245,1720.395480225989,4716.779661016949,3593.050847457627,6173.502824858757,50,150,200,1
246,2179.322033898305,5146.38418079096,3064.237288135593,5438.813559322034,50,200,200,1
247,2549.79079497908,5416.652719665272,2564.644351464435,5498.744769874477,50,250,200,1
248,3054.205607476636,5394.906542056075,2295.140186915888,5239.532710280374,50,300,200,1
249,3553.658536585366,5952.134146341464,1772.682926829268,4717.256097560976,50,350,200,1
250,4079.802955665024,6305.320197044335,1370.049261083744,4629.753694581281,50,400,200,1
251,4561.734104046242,6630.173410404625,890.7514450867052,4483.121387283237,50,450,200,1
252,4649.819277108434,6074.156626506024,1312.710843373494,4212.590361445783,100,450,200,1
253,4188.387096774193,5701.881720430108,1555.591397849462,4204.94623655914,100,400,200,1
254,3767.547169811321,5612.169811320755,1741.981132075472,4334.433962264151,100,350,200,1
255,3391.122994652406,5347.165775401069,2165.775401069519,4500.909090909091,100,300,200,1
256,2816.0,4958.177777777778,2850.044444444444,4760.488888888889,100,250,200,1
257,2342.324324324324,4775.459459459459,3314.162162162162,5056.594594594595,100,200,200,1
258,2191.465968586388,4431.832460732984,3576.544502617801,5413.089005235602,100,150,200,1
259,1567.272727272727,4347.272727272727,4070.802139037433,5964.385026737968,100,100,200,1
260,1286.092715231788,4369.006622516556,4547.880794701987,6359.933774834437,100,50,200,1
261,1807.188940092166,3617.603686635945,5020.829493087557,5783.364055299539,150,50,200,1
262,1865.905172413793,3955.431034482759,4465.517241379311,5451.379310344828,150,100,200,1
263,2198.186274509804,3880.588235294118,4229.068627450981,5193.333333333333,150,150,200,1
264,2557.685589519651,4434.672489082969,3287.467248908297,4788.733624454148,150,200,200,1
265,3174.090909090909,4472.424242424242,2840.707070707071,4406.363636363636,150,250,200,1
266,3441.538461538461,4797.128205128205,2685.076923076923,4086.358974358974,150,300,200,1
267,3979.54802259887,5004.350282485876,1979.491525423729,4230.960451977401,150,350,200,1
268,4503.080357142857,5573.035714285715,1654.553571428571,3685.535714285714,150,400,200,1
269,4819.775784753363,5920.627802690583,1402.017937219731,3862.017937219731,150,450,200,1
270,5014.915254237289,5439.830508474576,2062.994350282486,3292.655367231639,200,450,200,1
271,4697.351351351352,5020.216216216216,2336.0,3200.324324324324,200,400,200,1
272,4104.40594059406,4824.059405940594,2677.079207920792,3375.247524752475,200,350,200,1
273,3863.542600896861,4243.318385650225,2754.57399103139,3974.304932735426,200,300,200,1
274,3230.680628272251,4150.0,3146.282722513089,4167.591623036649,200,250,200,1
275,2873.621621621622,3586.162162162162,3800.648648648649,4633.135135135135,200,200,200,1
276,2562.290748898678,3593.876651982379,4011.894273127753,5026.828193832599,200,150,200,1
277,2537.688888888889,3577.733333333333,4513.6,5114.222222222223,200,100,200,1
278,2163.502538071066,3228.832487309645,5259.94923857868,5536.700507614213,200,50,200,1
279,2641.484375,2744.296875,5150.625,5402.65625,250,50,200,1
280,2722.849162011173,2658.324022346369,5088.491620111732,5094.748603351955,250,100,200,1
281,3231.826923076923,2839.182692307692,4591.057692307692,4450.625,250,150,200,1
282,3309.308755760369,3432.94930875576,4085.115207373272,3998.571428571428,250,200,200,1
283,3825.829383886256,3465.63981042654,3548.009478672986,3762.843601895735,250,250,200,1
284,4254.726368159204,3853.432835820895,3567.910447761194,3238.358208955224,250,300,200,1
285,4378.556701030928,4207.525773195876,3060.85910652921,3199.621993127148,250,350,200,1
286,4799.489795918367,4930.816326530612,2639.948979591837,2918.367346938775,250,400,200,1
287,5484.698275862069,5348.879310344828,2525.0,2545.0,250,450,200,1
288,5494.85576923077,5065.048076923077,3253.173076923077,2101.682692307692,300,450,200,1
289,5089.829545454545,4631.193181818182,3125.965909090909,2549.488636363636,300,400,200,1
290,4680.246913580247,4215.864197530864,3589.012345679012,2565.0,300,350,200,1
291,4333.773584905661,3999.528301886793,3580.283018867925,3158.490566037736,300,300,200,1
292,4041.421319796954,3158.527918781726,4006.598984771574,3473.197969543147,300,250,200,1
293,3853.009708737864,2767.281553398058,4641.21359223301,3621.893203883495,300,200,200,1
294,3485.065502183406,2603.362445414847,4795.196506550218,4120.480349344978,300,150,200,1
295,3648.4375,2155.234375,5024.8046875,4745.7421875,300,100,200,1
296,3194.325581395349,1983.953488372093,5729.209302325581,5217.116279069767,300,50,200,1
297,3717.701863354037,1716.832298136646,5752.795031055901,5013.913043478261,350,50,200,1
298,3770.192307692308,1920.038461538461,5306.576923076923,4404.807692307692,350,100,200,1
299,4209.446808510638,2266.127659574468,4983.95744680851,3874.723404255319,350,150,200,1
300,4172.125603864734,2648.405797101449,4912.850241545893,3411.207729468599,350,200,200,1
301,4551.153846153846,2857.649572649573,4304.48717948718,3163.034188034188,350,250,200,1
302,4704.418604651163,3554.709302325582,4274.244186046511,2528.081395348837,350,300,200,1
303,5080.324074074074,3892.777777777778,3787.592592592593,2356.898148148148,350,350,200,1
304,5431.826923076923,4474.182692307692,3866.971153846154,1841.394230769231,350,400,200,1
305,5933.839285714285,4716.25,3627.901785714286,1583.616071428571,350,450,200,1
306,6155.79335793358,4708.487084870849,4134.833948339483,1153.616236162362,400,450,200,1
307,5889.077669902913,4079.660194174757,4105.922330097087,1719.708737864078,400,400,200,1
308,5634.210526315789,3599.760765550239,4374.401913875598,1780.526315789474,400,350,200,1
309,5124.719626168225,3150.467289719626,4653.130841121495,2405.934579439253,400,300,200,1
310,4873.381642512078,2877.536231884058,4658.550724637681,2957.101449275362,400,250,200,1
311,4791.650943396226,2352.028301886793,4961.462264150943,3136.698113207547,400,200,200,1
312,4427.125,2059.5,5518.25,3686.916666666667,400,150,200,1
313,4317.278106508876,1567.692307692308,5928.461538461538,4122.307692307692,400,100,200,1
314,4217.972972972973,1333.153153153153,6018.513513513513,4652.972972972973,400,50,200,1
315,4627.894736842105,1020.0,6338.218623481781,4574.858299595142,450,50,200,1
316,4719.954751131222,1069.72850678733,6120.633484162896,4235.656108597285,450,100,200,1
317,5118.091286307054,1540.995850622407,5901.120331950207,3544.398340248963,450,150,200,1
318,5108.078602620088,2228.733624454148,5659.43231441048,3018.864628820961,450,200,200,1
319,5330.25,2773.3125,5378.6875,2554.875,450,250,200,1
320,5757.594339622641,3045.047169811321,5087.358490566037,2034.245283018868,450,300,200,1
321,5829.126213592233,3499.514563106796,4824.077669902913,1798.543689320388,450,350,200,1
322,6202.682926829269,4098.975609756098,4572.878048780488,1307.80487804878,450,400,200,1
323,6707.976653696498,4687.15953307393,4494.591439688716,831.9844357976654,450,450,200,1
324,764.1379310344828,4547.816091954023,4555.057471264367,6298.045977011494,50,50,88,0
325,1098.541666666667,4675.0,4108.4375,5944.166666666667,50,100,88,0
326,1568.390804597701,4762.758620689655,3606.436781609195,5618.505747126437,50,150,88,0
327,2008.590604026846,4974.228187919463,3085.503355704698,5323.355704697987,50,200,88,0
328,2487.515923566879,5121.528662420382,2600.700636942675,5033.566878980891,50,250,88,0
329,2968.376623376623,5422.987012987013,2149.220779220779,4832.922077922078,50,300,88,0
330,3526.369047619048,5707.321428571428,1700.178571428571,4634.821428571428,50,350,88,0
331,4007.228915662651,6074.036144578313,1286.807228915663,4486.024096385542,50,400,88,0
332,4496.261682242991,6400.560747663551,1019.345794392523,4404.112149532711,50,450,88,0
333,4586.595744680851,5994.148936170212,1295.744680851064,3960.957446808511,100,450,88,0
334,4102.040816326531,5666.802721088436,1568.163265306122,3976.122448979592,100,400,88,0
335,3610.699300699301,5334.055944055944,1881.748251748252,4142.097902097902,100,350,88,0
336,3107.741935483871,5017.741935483871,2298.387096774194,4344.94623655914,100,300,88,0
337,2624.285714285714,4703.896103896104,2773.116883116883,4612.857142857143,100,250,88,0
